Country,City,Line,Phase,Start year,End year,RR?,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform Length (Meters),Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Inflation Index,Real cost (2025 dollars),Cost/km (2025 dollars),Source2,Reference,,,,
KR,Incheon,Line 2,Line 2,2009,2016,0,29.1,78.35%,22.8,,,27,,,"2,459,000",KRW,2012,0.00117,2877.03,98.9,1.394762058,"4,012.8",137.9,Media,http://www.incheonnews.com/news/articleView.html?idxno=86652,,,,
CN,Jiaxing,Hujia Regional Railway,Hujia Regional Railway (Zhejiang section),2020,,1,35.01,0%,0,,,8,184,,"17,000.00",CNY,2020,0.2390,4063.00,116.1,1.237308306,"5,027.2",143.6,Trade,http://www.rail-transit.com/project/show.php?itemid=379,,,,
IN,Kanpur,Line 1,Line 1 and 2,2019,2022,0,32.385,39.90%,12.921,19.464,,31,,,"110,765",INR,2021,0.0432,4785.05,147.8,1.181787652,"5,654.9",174.6,Media,https://timesofindia.indiatimes.com/city/kanpur/first-train-set-for-kanpur-metro-project-rolls-out-from-gujarats-savli/articleshow/86322835.cms,,,,
CN,Putian,F2 Line,F2 Line,2020,,1,23.8,63%,14.9,,,,,,"13,530.00",CNY,2020,0.2390,3233.67,135.9,1.237308306,"4,001.0",168.1,Trade,http://www.rail-transit.com/project/show.php?itemid=532,,,,
CN,Shaoxing,Hangshao Line,Hangshao Line,2016,2021,0,20.3,49%,9.87,,,10,117,,"12,790.00",CNY,2019,0.2380,3044.02,150.0,1.252572783,"3,812.9",187.8,Trade,http://www.ce.cn/cysc/jtys/tielu/202102/02/t20210202_36283657.shtml,http://www.rail-transit.com/project/show.php?itemid=259,,,
CN,Shijiazhuang,Line 6,Line 6 Phase 1,2020,,0,15.76,100%,15.76,,,11,,,"10,063.00",CNY,2020,0.2390,2405.06,152.6,1.237308306,"2,975.8",188.8,Trade,http://www.rail-transit.com/project/show.php?itemid=572,,,,
CN,Shijiazhuang,Line 4,Line 4,2020,,0,24.4,100%,24.4,,,21,,,"17,201.00",CNY,2020,0.2390,4111.04,168.5,1.237308306,"5,086.6",208.5,Trade,http://www.rail-transit.com/project/show.php?itemid=573,,,,
IN,Surat,Line 1 and 2,Line 1 and 2,2021,2023,0,40.35,16.03%,6.47,33.88,,38,,,"120,203",INR,2021,0.0432,5192.77,128.7,1.181787652,"6,136.8",152.1,Media,https://indianexpress.com/article/cities/surat/tenders-worth-rs-3002-cr-awarded-work-for-phase-1-of-surat-metro-begins-7511571/,,,,
CN,Wenzhou,S3,S3 Phase 1,2022,,0,31.17,9%,2.8,,,12,138,,"12,240.00",CNY,2021,0.2390,2925.36,93.9,1.181787652,"3,457.2",110.9,,https://www.163.com/dy/article/GT2J4GU20545AOQT.html,,,,
CN,Wuxi,Line S1,Line S1,2019,2023,0,30.4,35%,10.5,,,9,117,,"14,403.00",CNY,2021,0.2390,3442.32,113.2,1.181787652,"4,068.1",133.8,,http://www.rail-transit.com/project/show.php?itemid=234,,,,
CN,Wuxi,Line 4,Line 4 Phase 1,2021,,0,24.4,100%,24.4,,,18,117,,"18,318.00",CNY,2021,0.2390,4378.00,179.4,1.181787652,"5,173.9",212.0,,http://www.rail-transit.com/project/show.php?itemid=100,,,,
CN,Wuxi,Line 2,Line 2 Phase 1,2010,2014,0,26.3,75%,19.6,,,20,117,,"17,487.00",CNY,2012,0.2810,4913.85,186.8,1.394762058,"6,853.6",260.6,,http://m.thepaper.cn/kuaibao_detail.jsp?contid=4947698&from=kuaibao,https://kns.cnki.net/kcms/detail/detail.aspx?filename=XDGD201501028&dbname=cjfdtotal&dbcode=CJFD&v=MTkxNjl6c09UM2lRclJjekZyQ1VSN2lmWStSc0Z5N25Vci9CUFNuTWFyRzRIOVRNcm85SGJJUjZEZzgvemhZVTc=,,,
CN,Wuxi,Line 1,Line 1 South,,2019,0,5.187,100%,5.187,,,3,117,,"2,598.00",CNY,2019,0.2380,618.32,119.2,1.252572783,774.5,149.3,,http://www.rail-transit.com/project/show.php?itemid=308,,,,
CN,Wuxi,Wuxi-Yixing Intercity,Wuxi-Yixing Intercity,2022,,0,30,,,,,6,92,,"15,716.00",CNY,2021,0.2390,3756.12,125.2,1.181787652,"4,438.9",148.0,,https://www.seetao.com/details/158417.html,,,,
CN,Wuxi,Line 1,Line 1 Phase 1,2014,,0,29.4,83%,24.4,,,24,117,,"18,500.00",CNY,2014,0.266,4921.00,167.4,1.352684002,"6,656.6",226.4,,https://www.audit.gov.cn/n4/n19/c45720/content.html,,,,
CN,Wuxi,Line 3,Line 3 Phase 1,2020,,0,28.5,100%,28.5,,,21,117,,"20,538.00",CNY,2020,0.2390,4908.58,172.2,1.237308306,"6,073.4",213.1,,http://www.rail-transit.com/project/show.php?itemid=283,,,,
CN,Yiwu,Phase 1,Phase 1 Program,2020,,0,107.17,,,,,31,117,Trade,"34,683.00",CNY,2020,0.2390,8289.24,77.3,1.237308306,"10,256.3",95.7,Trade,http://www.rail-transit.com/project/show.php?itemid=78,,,,
CN,Zibo,Line 1,Line 1,2020,,0,20.82,62%,12.86,,,15,,Trade,"13,451.89",CNY,2020,0.2390,3215.00,154.4,1.237308306,"3,977.9",191.1,Trade,http://www.rail-transit.com/project/show.php?itemid=117,,,,
CN,Foshan,Line 2,Line 2 Phase 2,2021,2026,0,23.5,0.54,12.7,,,10,117,,12228,CNY,2021,0.2390,2922.49,124.4,1.181787652,"3,453.8",147.0,,http://fs.fccs.com/news/6022708.html,https://www.ndrc.gov.cn/xxgk/zcfb/pifu/202101/t20210126_1316566.html?code=&state=123,,,
CN,Foshan,Line 3,Line 3 Phase 1,2016,2022,0,69.5,86%,59.5,,,37,117,,"42,572.00",CNY,2019,0.2380,10132.14,145.8,1.252572783,"12,691.2",182.6,,https://3g.163.com/dy/article/EBK3L3990525EER4.html,,,,
CN,Foshan,Line 2,Line 2 Phase 1,2014,2021,0,32.41,78%,25.3,,,17,117,,"20,671.00",CNY,2018,0.237,4899.03,151.2,1.275269108,"6,247.6",192.8,,http://www.rail-transit.com/project/show.php?itemid=240,,,,
CN,Foshan,Line 4,Line 4 Phase 1,2021,2026,0,55.91,88%,49.1,,,33,117,,"44,601.00",CNY,2021,0.2390,10659.64,190.7,1.181787652,"12,597.4",225.3,,rail-transit.com/project/show.php?itemid=649,http://fs.fccs.com/news/6022708.html,https://www.ndrc.gov.cn/xxgk/zcfb/pifu/202101/t20210126_1316566.html?code=&state=123,,
CN,Dalian,Line 4,Line 4,2010,2022,0,24.484,1,24.484,,,18,117,Trade,"18,217.00",CNY,2016,0.251,4572.47,186.8,1.334248584,"6,100.8",249.2,Trade,http://www.rail-transit.com/project/show.php?itemid=163,,,,
CN,Dalian,Line 1,Line 1 Phase 3,2010,2021,0,13.2,14%,1.8,,,3,117,Plan,"7,200.00",CNY,2016,0.251,1807.20,136.9,1.334248584,"2,411.3",182.7,Plan,http://www.rail-transit.com/project/show.php?itemid=609,,,,
CN,Fuzhou,Line 1,Line 1 South Extension,2015,2020,0,4.924,100%,4.924,,,4,117,,"2,883.00",CNY,2018,0.237,683.27,138.8,1.275269108,871.4,177.0,,https://www.sohu.com/a/417789253_410388,,,,
CN,Fuzhou,F1,F1 Express Line,2021,,0,62.4,76%,47.2,,,15,138,,"39,890.00",CNY,2021,0.2390,9533.71,152.8,1.181787652,"11,266.8",180.6,,https://new.qq.com/omn/20210613/20210613A08PZJ00.html,,,,
CN,Fuzhou,Line 2,Line 2 East Extension,2020,,0,16.88,100%,16.88,,,12,117,,"12,706.00",CNY,2020,0.2390,3036.73,179.9,1.237308306,"3,757.4",222.6,,https://xm.leju.com/news/2020-07-10/14296687241366554352613.shtml,http://fgw.fuzhou.gov.cn/zz/fgwzwgk/tzgg/201804/t20180428_2189534.htm,,,
CN,Fuzhou,Line 1,Line 1 Phase 1,2009,2017,0,24.6,100%,24.6,,,21,117,,"17,337.00",CNY,2013,0.273,4733.00,192.4,1.374627077,"6,506.1",264.5,,http://www.fzmtr.com/cms/pages/680468206126290000/attachments/%E9%99%84%E4%BB%B63%EF%BC%9A%E7%A6%8F%E5%B7%9E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF%E5%B7%A5%E7%A8%8B%EF%BC%88%E4%B8%80%E6%9C%9F%EF%BC%89%E5%8C%97%E6%AE%B5%E5%8F%8A%E5%85%A8%E7%BA%BF%E7%AB%A3%E5%B7%A5%E7%8E%AF%E5%A2%83%E4%BF%9D%E6%8A%A4%E9%AA%8C%E6%94%B6%E4%BC%9A%E9%AA%8C%E6%94%B6%E6%84%8F%E8%A7%81.pdf,,,,
CN,Hohhot,Line 2,Line 2,2020,,0,27.3,100%,27.3,,,24,117,,"20,304.00",CNY,2020,0.2390,4852.66,177.8,1.237308306,"6,004.2",219.9,,http://www.rail-transit.com/project/show.php?itemid=202,,,,
CN,Huizhou,Line 1,Line 1,2018,,0,58,,,,,26,,,"40,000.00",CNY,2018,0.237,9480.00,163.4,1.275269108,"12,089.6",208.4,,http://www.rail-transit.com/project/show.php?itemid=230,,,,
CN,Jinan,Line 3,Line 3 Phase 1,,2022,0,21.57,1,21.6,,,13,117,,13446,CNY,2021,0.2390,3213.59,149.0,1.181787652,"3,797.8",176.1,,http://www.rail-transit.com/project/show.php?itemid=239,http://m.iqilu.com/pcarticle/4545295,,,
CN,Jinan,Line 2,Line 2,2021,,0,36.39,95%,34.6,,,18,117,,"22,800.00",CNY,2021,0.2390,5449.20,149.7,1.181787652,"6,439.8",177.0,,rail-transit.com/project/show.php?itemid=228,,,,
CN,Jinan,Line 4,Line 4 Phase 1,2021,,0,40.3,1,40.3,,,33,138,,39900,CNY,2021,0.2390,9536.10,236.6,1.181787652,"11,269.6",279.6,,http://www.rail-transit.com/project/show.php?itemid=617,,,,
CN,Luoyang,Line 2,Line 2,2022,,0,18.216,100%,18.216,,,15,117,,"14,832.21",CNY,2021,0.2390,3544.90,194.6,1.181787652,"4,189.3",230.0,,http://www.rail-transit.com/project/show.php?itemid=164,,,,
CN,Ningbo,Ningbo-Fenghua Line,Ningbo-Fenghua Line,,2019,0,21.59,4%,0.84,,,9,117,,"7,386.00",CNY,2019,0.2380,1757.87,81.4,1.252572783,"2,201.9",102.0,,http://www.rail-transit.com/project/show.php?itemid=282,,,,
CN,Ningbo,Line 3,Line 3 Southern Extension,2020,,0,12.7,17%,2.2,,,6,117,,"5,200.00",CNY,2020,0.2390,1242.80,97.9,1.237308306,"1,537.7",121.1,,http://www.rail-transit.com/project/show.php?itemid=554,,,,
CN,Ningbo,Line 4,Line 4,,2021,0,35.95,68%,24.45,,,25,117,,"20,560.00",CNY,2021,0.2390,4913.84,136.7,1.181787652,"5,807.1",161.5,,http://www.rail-transit.com/project/show.php?itemid=273,,,,
CN,Ningbo,2013-2020 Program,2013-2020 Program,2013,2020,0,100.1,,,,,,117,,"64,040.00",CNY,2017,0.239,15305.56,152.9,1.306417265,"19,995.4",199.8,,http://www.cnnb.com.cn/dwhzlm/system/2013/11/15/007905106.shtml,,,,
CN,Ningbo,Line 5,Line 5 Phase 1,2021,,0,27.91,100%,27.91,,,22,117,,"19,900.00",CNY,2021,0.2390,4756.10,170.4,1.181787652,"5,620.7",201.4,,http://www.rail-transit.com/project/show.php?itemid=236,,,,
CN,Ningbo,Line 3,Line 3 Phase 2,2021,,0,9.05,100%,9.05,,,5,117,,"7,485.00",CNY,2021,0.2390,1788.92,197.7,1.181787652,"2,114.1",233.6,,http://www.rail-transit.com/project/show.php?itemid=503,,,,
CN,Ningbo,Line 3,Line 3 Phase 1,,2019,0,16.73,100%,16.73,,,15,117,,"14,870.00",CNY,2019,0.2380,3539.06,211.5,1.252572783,"4,432.9",265.0,,http://www.rail-transit.com/project/show.php?itemid=320,promeechina.com/newsinfo.html?id=27,,,
CN,Qingdao,Line 11,Line 11,,2018,0,58.35,10%,5.81,,,22,117,,"19,500.00",CNY,2018,0.237,4621.50,79.2,1.275269108,"5,893.7",101.0,,http://www.sasac.gov.cn/n2588025/n2588124/c8918136/content.html,http://sd.sina.com.cn/news/2018-04-12/detail-ifyzeyqa8611820.shtml,,,
CN,Qingdao,Qingdao-Pingdu Intercity Rail,Qingdao-Pingdu Intercity Rail,,2020,0,60,20%,12,,,10,117,,"20,763.00",CNY,2020,0.239,4962.36,82.7,1.237308306,"6,140.0",102.3,,http://www.rail-transit.com/project/show.php?itemid=140,,,,
CN,Qingdao,Line 8,Line 8 Branch,2021,2026,0,18.8,100%,18.8,,,9,117,,"11,492.00",CNY,2021,0.2390,2746.59,146.1,1.181787652,"3,245.9",172.7,,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,,,,
CN,Qingdao,Line 8,Line 8,,2021,0,61.4,,,,,16,117,,"32,100.00",CNY,2021,0.2390,7671.90,124.9,1.181787652,"9,066.6",147.7,,http://www.rail-transit.com/project/show.php?itemid=187,,,,
CN,Qingdao,Line 6,Line 6 Phase 2 South,2021,2026,0,13.85,100%,13.85,,,10,117,,"8,302.00",CNY,2021,0.2390,1984.18,143.3,1.181787652,"2,344.9",169.3,,http://www.rail-transit.com/project/show.php?itemid=725,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,,,
CN,Qingdao,Line 15,Line 15,2021,2026,0,30.8,100%,30.8,,,17,117,,"19,478.00",CNY,2021,0.2390,4655.24,151.1,1.181787652,"5,501.5",178.6,,http://www.rail-transit.com/project/show.php?itemid=400,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,,,
CN,Qingdao,Line 1 + Line 7,Line 1 + Line 7 Phase 1,,2021,0,59.97,100%,59.97,,,40,117,,"39,990.00",CNY,2021,0.2390,9557.61,159.4,1.181787652,"11,295.1",188.3,,http://www.rail-transit.com/project/show.php?itemid=229,,,,
CN,Qingdao,Line 2,Line 2,2019,,0,25,100%,25,,,22,117,,"29,376.80",CNY,2019,0.2380,6991.68,279.7,1.252572783,"8,757.6",350.3,,http://www.rail-transit.com/project/show.php?itemid=450,,,,
CN,Qingdao,Line 9,Line 9,2021,2026,0,16.63,100%,16.63,,,13,117,,"12,590.00",CNY,2021,0.2390,3009.01,180.9,1.181787652,"3,556.0",213.8,,http://www.rail-transit.com/project/show.php?itemid=726,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,,,
CN,Qingdao,Line 3,Line 3,2010,,0,25,100%,25,,,22,117,,"17,500.00",CNY,2010,0.3,5250.00,210.0,1.468563121,"7,710.0",308.4,,https://ditie.mapbar.com/qingdao/news/37965.html,,,,
CN,Qingdao,Line 2,Line 2 Phase 2 East Section,2021,,0,8.89,100%,8.89,,,8,117,,"6,770.00",CNY,2021,0.2390,1618.03,182.0,1.181787652,"1,912.2",215.1,,http://www.rail-transit.com/project/show.php?itemid=668,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,,,
CN,Qingdao,Line 5,Line 5,2021,2026,0,32.7,100%,32.7,,,29,117,,"26,030.00",CNY,2021,0.2390,6221.17,190.2,1.181787652,"7,352.1",224.8,,http://www.rail-transit.com/project/show.php?itemid=669,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,,,
CN,Urumqi,Line 4,Line 4 Phase 1,2018,,0,20.556,1,20.556,,,16,138,,"16,787",CNY,2018,0.237,3978.52,193.5,1.275269108,"5,073.7",246.8,,http://www.rail-transit.com/project/show.php?itemid=195,,,,
CN,Urumqi,Line 2,Line 2,,2021,0,19.35,,,,,16,138,,"16,260",CNY,2021,0.2390,3886.14,200.8,1.181787652,"4,592.6",237.3,,http://www.rail-transit.com/project/show.php?itemid=130,,,,
CN,Urumqi,Line 1,Line 1,2014,2019,0,27.615,100%,27.615,,,21,138,,"21,694.00",CNY,2017,0.239,5184.87,187.8,1.306417265,"6,773.6",245.3,,http://www.rail-transit.com/project/show.php?itemid=428,https://web.archive.org/web/20191106163139/http://www.bjgdjs.com/html/2019-09/797.html,,,
CN,Nanchang,Line 1,Line 1 North Extension,2021,,0,16.973,80%,13.528,,,8,117,,"10,341.00",CNY,2021,0.2390,2471.50,145.6,1.181787652,"2,920.8",172.1,,http://www.rail-transit.com/project/show.php?itemid=391,,,,
CN,Nanchang,Phase 1,Phase 1 Expansion (Line 1 and 2),2009,2016,0,50.6,100%,50.6,,,50,117,,"27,440.00",CNY,2013,0.273,7491.12,148.0,1.374627077,"10,297.5",203.5,,http://www.jiangxi.gov.cn/art/2018/8/16/art_4985_350163.html,,,,
CN,Nanning,Wuming Line,Wuming Line,2021,,0,53.2,20%,10.6,,,13,117,,"16,500.00",CNY,2021,0.2390,3943.50,74.1,1.181787652,"4,660.4",87.6,,http://www.rail-transit.com/project/show.php?itemid=587,,,,
CN,Nanning,Airport Line,Airport Line,2021,,0,22.8,,,,,5,,,"8,450.00",CNY,2021,0.2390,2019.55,88.6,1.181787652,"2,386.7",104.7,,http://www.rail-transit.com/project/show.php?itemid=524,,,,
CN,Nantong,Line 1,Line 1,2019,,0,39.4,100%,39.4,,,28,117,,"26,902.00",CNY,2019,0.2380,6402.68,162.5,1.252572783,"8,019.8",203.5,,http://www.rail-transit.com/project/show.php?itemid=56,,,,
CN,Nantong,Line 2,Line 2,2020,,0,20.85,100%,20.85,,,17,117,,"15,119.64",CNY,2020,0.2390,3613.59,173.3,1.237308306,"4,471.1",214.4,,http://www.rail-transit.com/project/show.php?itemid=339,,,,
KR,Seoul,Sinbundang,Sinbundang Phase 3 Section 1,2022,,0,4.19,100.00%,4.19,,,1,200,,"427,100",KRW,2021,0.0012,512.52,122.3,1.181787652,605.7,144.6,,engdaily.com/news/articleView.html?idxno=14873,,,,
KR,Seoul,Sinbundang,Sinbundang Phase 3 Section 2,2022,,0,3.59,100.00%,3.59,,,2,200,,"356,100",KRW,2021,0.0012,427.32,119.0,1.181787652,505.0,140.7,,engdaily.com/news/articleView.html?idxno=14873,,,,
KR,Seoul,Sinbundang,Sinbundang Phase 3 Section 3,2022,,0,2.571,100.00%,2.571,,,1,200,,"247,400",KRW,2021,0.0012,296.88,115.5,1.181787652,350.8,136.5,,engdaily.com/news/articleView.html?idxno=14873,,,,
KR,Seoul,Sillim Light Metro,Sillim Light Metro,2017,2022,0,7.8,100.00%,7.8,,,11,,,"826,400",KRW,2020,0.001,826.40,105.9,1.237308306,"1,022.5",131.1,,https://www.donga.com/news/Society/article/all/20201227/104655671/1,,,,
KR,Seoul,Ui Light Metro,Ui Light Metro,2009,2017,0,11.4,100.00%,11.4,,,13,,,"911,500",KRW,2013,0.001,911.50,80.0,1.374627077,"1,253.0",109.9,,http://m.ufnews.co.kr/main/sub_news_detail.html?wr_id=4725,,,,
KR,Seoul,GTX A,GTX A,2018,2025,1,83.1,,,,,,,,"1,940,000",KRW,2021,0.0012,2328.00,28.0,1.181787652,"2,751.2",33.1,,https://biz.chosun.com/policy/policy_sub/2021/10/05/EY5IMDNIDZAGHLQO7KIGLMGBQQ/,,,,
KR,Seoul,Jinjeop Line,Jinjeop Line,2014,2022,0,14.9,100.00%,14.9,,,4,200,,"1,400,000",KRW,2018,0.001,1400.00,94.0,1.275269108,"1,785.4",119.8,,https://www.yna.co.kr/view/AKR20220112075600060,,,,
KR,Seoul,Sin Ansan Line,Sin Ansan Line,2019,2025,0,44.7,100.00%,44.7,,,15,,,"3,300,000",KRW,2021,0.0012,3960.00,88.6,1.181787652,"4,679.9",104.7,,https://www.yna.co.kr/view/AKR20190822028500003,,,,
KR,Seoul,Line 5 Hanam Line,Line 5 Hanam Line,2014,2020,0,7.7,100.00%,7.7,,,5,160,,"981,000",KRW,2017,0.001,981.00,127.4,1.306417265,"1,281.6",166.4,,https://www.mk.co.kr/news/society/view/2021/03/266810/,,,,
KR,Seoul,Line 7,Line 7 Extension 2,2022,,0,10.7,,,,,7,160,,"1,573,900",KRW,2021,0.0012,1888.68,176.5,1.181787652,"2,232.0",208.6,,http://www.incheonin.com/news/articleView.html?idxno=86255,,,,
KR,Seoul,Line 9,Line 9 Phase 4,2021,2028,0,4.1,100.00%,4.1,,,4,160,,"640,800",KRW,2021,0.0012,768.96,187.6,1.181787652,908.7,221.6,,http://www.redaily.co.kr/news/articleView.html?idxno=571,,,,
CN,Shaoxing,Line 1,Line 1,2016,2021,0,31.3,100%,31.3,,,23,117,,"23,873.00",CNY,2019,0.2380,5681.77,181.5,1.252572783,"7,116.8",227.4,,http://www.rail-transit.com/project/show.php?itemid=179,,,,
CN,Shaoxing,Line 2,Line 2,2022,,0,10.8,100%,10.8,,,9,117,,"10,130.00",CNY,2021,0.2390,2421.07,224.2,1.181787652,"2,861.2",264.9,,http://www.rail-transit.com/project/show.php?itemid=194,,,,
CN,Shenyang,Line 4,Line 4 Phase 1,,2022,0,34.2,100%,34.2,,,23,117,,"16,632.00",CNY,2021,0.2390,3975.05,116.2,1.181787652,"4,697.7",137.4,,http://www.rail-transit.com/project/show.php?itemid=216,https://sy.leju.com/news/2021-10-25/16496858323734529623540.shtml,,,
CN,Shijiazhuang,Line 1,Line 1 Phase 2,2012,2021,0,12.7,100%,12.7,,,7,138,,"7,731.00",CNY,2016,0.251,1940.48,152.8,1.334248584,"2,589.1",203.9,,http://www.rail-transit.com/project/show.php?itemid=196,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201601/W020190910670584360634.pdf,,,
CN,Shijiazhuang,Line 3,Line 3 Phase 2,2012,2021,0,8.1,100%,8.1,,,5,138,,"5,465.00",CNY,2016,0.251,1371.72,169.3,1.334248584,"1,830.2",226.0,,http://www.rail-transit.com/project/show.php?itemid=226,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201601/W020190910670584360634.pdf,,,
CN,Shijiazhuang,First,First,2012,2020,0,59.6,100%,59.6,,,52,138,,"42,190.00",CNY,2016,0.251,10589.69,177.7,1.334248584,"14,129.3",237.1,,http://www.gov.cn/jrzg/2012-09/28/content_2235330.htm,,,,
CN,Taiyuan,Jinzhong-Taiyuan Intercity,Jinzhong-Taiyuan Intercity,2019,,0,19.86,5%,0.991,,,12,78,,"8,703.00",CNY,2019,0.2380,2071.31,104.3,1.252572783,"2,594.5",130.6,,http://www.rail-transit.com/project/show.php?itemid=120,,,,
CN,Taiyuan,Line 3,Line 3,2018,,0,30.523,100%,30.523,,,25,138,,"24,300.00",CNY,2018,0.237,5759.10,188.7,1.275269108,"7,344.4",240.6,,http://www.rail-transit.com/project/show.php?itemid=260,,,,
CN,Taizhou,Line S2,Line S2 South Segment,2021,,0,6,0%,0,,,1,92,,"1,879.00",CNY,2021,0.2390,449.08,74.8,1.181787652,530.7,88.5,,http://www.rail-transit.com/project/show.php?itemid=711,,,,
CN,Taizhou,Line S2,Line S2 West Segment,2021,,0,11.75,0%,0,,,3,92,,"3,996.00",CNY,2021,0.2390,955.04,81.3,1.181787652,"1,128.7",96.1,,http://www.rail-transit.com/project/show.php?itemid=711,,,,
CN,Taizhou,Line S2,Line S2,2021,,0,66.3,28%,18.65,,,22,92,,"30,800.00",CNY,2021,0.2390,7361.20,111.0,1.181787652,"8,699.4",131.2,,http://www.zjtz.gov.cn/art/2021/8/25/art_1229049733_59046724.html,,,,
CN,Taizhou,Line S1,Line S1,2022,,1,52.4,34%,17.8,,,15,92,,"21,237.00",CNY,2021,0.2390,5075.64,96.9,1.181787652,"5,998.3",114.5,,https://www.cpppc.org/zhejiang/1001654.jhtml,http://www.rail-transit.com/project/show.php?itemid=251,,,
CN,Xuzhou,"First Phase Program (Lines 1, 2 and 3)","First Phase Program (Lines 1, 2 and 3)",2013,2020,0,67,90%,60.6,,,,117,Media,"44,328.00",CNY,2017,0.239,10594.39,158.1,1.306417265,"13,840.7",206.6,Media,http://www.ciecc.com.cn/art/2013/3/8/art_1599_30934.html,https://new.qq.com/omn/20190117/20190117A1GO47.html,,,
CN,Xuzhou,Line 1,Line 1,2014,2019,0,21.967,96%,20.996,,,18,117,Media,"16,278.00",CNY,2017,0.239,3890.44,177.1,1.306417265,"5,082.5",231.4,Trade,http://www.rail-transit.com/project/show.php?itemid=295,https://jiaotongbk.com/n6/201691.html,,,
CN,Xuzhou,Line 2,Line 2,2020,,0,24.15,100%,24.15,,,20,117,Trade,"16,957.00",CNY,2020,0.2390,4052.72,167.8,1.237308306,"5,014.5",207.6,Trade,http://www.rail-transit.com/project/show.php?itemid=264,,,,
CN,Xuzhou,Line 3,Line 3,2021,,0,18.3,100%,18.3,,,16,117,Trade,"13,526.00",CNY,2021,0.2390,3232.71,176.7,1.181787652,"3,820.4",208.8,Trade,http://www.rail-transit.com/project/show.php?itemid=243,,,,
CN,Zhengzhou,Line 2,Line 2 Phase 1,2010,2016,0,18.27,100%,18.27,,,16,117,Media,"10,408.00",CNY,2013,0.273,2841.38,155.5,1.374627077,"3,905.8",213.8,Media,http://news.sina.com.cn/o/2010-12-29/033421723553.shtml,,,,
CN,Zhengzhou,Line 1,Line 1 Phase 1,2009,2013,0,25.2,100%,25.2,,,20,117,Media,"14,335.50",CNY,2011,0.284,4071.28,161.6,1.423625961,"5,796.0",230.0,Media,http://news.cctv.com/society/20090323/106184.shtml,,,,
CN,Zhengzhou,Zhengxu Regional,Zhengxu Regional Rail (Xucheng Section),,2022,1,33.78,12%,4.016,,,11,117,Trade,"9,879.00",CNY,2021,0.2390,2361.08,69.9,1.181787652,"2,790.3",82.6,Trade,http://www.rail-transit.com/project/show.php?itemid=143,,,,
CN,Zhengzhou,Zhengxu Regional,Zhengxu Regional Rail (Zhengzhou Section),2020,,1,31.27,90%,28.18,,,15,117,Media,"17,867.00",CNY,2020,0.2390,4270.21,136.6,1.237308306,"5,283.6",169.0,Trade,http://www.rail-transit.com/project/show.php?itemid=141,https://www.163.com/dy/article/GDQSS29P0530L2T3.html,,,
CN,Zhengzhou,Line 3,Line 3 Phase 1,2017,2020,0,25.487,100%,25.487,,,21,138,Trade,"20,608.00",CNY,2019,0.2380,4904.70,192.4,1.252572783,"6,143.5",241.0,Trade,http://www.rail-transit.com/project/show.php?itemid=192,,,,
CN,Beijing,Yanfang Branch,Yanfang Branch,2020,,0,6.015,0%,0,,,3,117,,"4,500.00",CNY,2020,0.2390,1075.50,178.8,1.237308306,"1,330.7",221.2,,http://www.rail-transit.com/project/show.php?itemid=525,,,,
CN,Beijing,Line 6,Line 6 Phase 2,2011,2014,0,12.4,100%,12.4,,,8,156,,"6,000.00",CNY,2013,0.273,1638.00,132.1,1.374627077,"2,251.6",181.6,,http://politics.people.com.cn/n/2014/1105/c70731-25980932.html,,,,
CN,Beijing,Line 9,Line 9,2007,2012,0,16.5,100%,16.5,,,13,117,,"12,900.00",CNY,2010,0.3,3870.00,234.5,1.468563121,"5,683.3",344.4,,http://zqb.cyol.com/html/2012-12/31/nw.D110000zgqnb_20121231_3-06.htm,,,,
CN,Beijing,Line M101,Line M101,2022,2027,0,19,100%,19,,,14,138,,"18,753.93",CNY,2021,0.2390,4482.19,235.9,1.181787652,"5,297.0",278.8,,https://web.archive.org/web/20220515142603/https://www.rails.cn/download/2022/20220418_%E9%99%84%E4%BB%B61%EF%BC%9A%E5%8C%97%E4%BA%AC%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9AM101%E7%BA%BF%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B%E7%8E%AF%E5%A2%83%E5%BD%B1%E5%93%8D%E6%8A%A5%E5%91%8A%E4%B9%A6%EF%BC%88%E5%BE%81%E6%B1%82%E6%84%8F%E8%A7%81%E7%A8%BF%EF%BC%89.pdf,,,,
